1 5
1 2
2 6
2 3
3 7
3 4
4 8
5 9
5 6
6 10
6 7
7 11
7 8
8 12
9 13
9 10
10 14
10 11
11 15
11 12
12 16
13 17
13 14
14 18
14 15
15 19
15 16
16 20
17 18
18 19
19 20
